rule_id,condition_json,recommended_scheme,recommended_loan,recommended_insurance,priority,confidence,reason
368,"{""state"": ""Karnataka"", ""crop"": ""Sugarcane"", ""land_acres"": ""5-10 Acres"", ""income_inr"": ""300000-500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), PM Krishi Sinchai Yojana, PM Krishi Sinchai Yojana - Per Drop More Crop","Kisan Credit Card (KCC), Crop Loan, Farm Mechanization Loan","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",3,0.91,"Farmer in Karnataka cultivating Sugarcane with land holding 5-10 Acres and annual income 300000-500000 INR falls into the 'semi-medium' farmer segment. Sugarcane is a priority crop under PMFBY in Karnataka, warranting crop insurance coverage. Karnataka has drought-prone zones, increasing relevance of weather-based insurance for water-intensive Sugarcane cultivation."
369,"{""state"": ""Karnataka"", ""crop"": ""Sugarcane"", ""land_acres"": "">10 Acres"", ""income_inr"": "">500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), Agriculture Infrastructure Fund, e-NAM Registration, PM Krishi Sinchai Yojana - Per Drop More Crop","Kisan Credit Card (KCC), Crop Loan, Warehouse Receipt Financing, Tractor / Farm Equipment Loan, NABARD Refinance - Land Development Loan","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",4,0.81,"Farmer in Karnataka cultivating Sugarcane with land holding >10 Acres and annual income >500000 INR falls into the 'large' farmer segment. Sugarcane is a priority crop under PMFBY in Karnataka, warranting crop insurance coverage. Larger land holding and higher income support infrastructure and mechanization financing. Karnataka has drought-prone zones, increasing relevance of weather-based insurance for water-intensive Sugarcane cultivation."
370,"{""state"": ""Karnataka"", ""crop"": ""Sugarcane"", ""land_acres"": ""<5 Acres"", ""income_inr"": ""<300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, PM Krishi Sinchai Yojana - Per Drop More Crop","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",1,0.85,"Farmer in Karnataka cultivating Sugarcane with land holding <5 Acres and annual income <300000 INR falls into the 'small-marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Sugarcane is a priority crop under PMFBY in Karnataka, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option. Karnataka has drought-prone zones, increasing relevance of weather-based insurance for water-intensive Sugarcane cultivation."
371,"{""state"": ""Karnataka"", ""crop"": ""Soybean"", ""land_acres"": ""<2 Acres"", ""income_inr"": ""<200000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, National Food Security Mission (NFSM)","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",1,0.96,"Farmer in Karnataka cultivating Soybean with land holding <2 Acres and annual income <200000 INR falls into the 'marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Soybean is a priority crop under PMFBY in Karnataka, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option."
372,"{""state"": ""Karnataka"", ""crop"": ""Soybean"", ""land_acres"": ""2-5 Acres"", ""income_inr"": ""200000-300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, National Food Security Mission (NFSM)","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",2,0.91,"Farmer in Karnataka cultivating Soybean with land holding 2-5 Acres and annual income 200000-300000 INR falls into the 'small' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Soybean is a priority crop under PMFBY in Karnataka, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option."
373,"{""state"": ""Karnataka"", ""crop"": ""Soybean"", ""land_acres"": ""5-10 Acres"", ""income_inr"": ""300000-500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), PM Krishi Sinchai Yojana, National Food Security Mission (NFSM)","Kisan Credit Card (KCC), Crop Loan, Farm Mechanization Loan","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",3,0.9,"Farmer in Karnataka cultivating Soybean with land holding 5-10 Acres and annual income 300000-500000 INR falls into the 'semi-medium' farmer segment. Soybean is a priority crop under PMFBY in Karnataka, warranting crop insurance coverage."
374,"{""state"": ""Karnataka"", ""crop"": ""Soybean"", ""land_acres"": "">10 Acres"", ""income_inr"": "">500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), Agriculture Infrastructure Fund, e-NAM Registration, National Food Security Mission (NFSM)","Kisan Credit Card (KCC), Crop Loan, Warehouse Receipt Financing, Tractor / Farm Equipment Loan, NABARD Refinance - Land Development Loan","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",4,0.78,"Farmer in Karnataka cultivating Soybean with land holding >10 Acres and annual income >500000 INR falls into the 'large' farmer segment. Soybean is a priority crop under PMFBY in Karnataka, warranting crop insurance coverage. Larger land holding and higher income support infrastructure and mechanization financing."
375,"{""state"": ""Karnataka"", ""crop"": ""Soybean"", ""land_acres"": ""<5 Acres"", ""income_inr"": ""<300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, National Food Security Mission (NFSM)","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",1,0.95,"Farmer in Karnataka cultivating Soybean with land holding <5 Acres and annual income <300000 INR falls into the 'small-marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Soybean is a priority crop under PMFBY in Karnataka, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option."
376,"{""state"": ""Karnataka"", ""crop"": ""Maize"", ""land_acres"": ""<2 Acres"", ""income_inr"": ""<200000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",1,0.81,"Farmer in Karnataka cultivating Maize with land holding <2 Acres and annual income <200000 INR falls into the 'marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Maize is a priority crop under PMFBY in Karnataka, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option."
377,"{""state"": ""Karnataka"", ""crop"": ""Maize"", ""land_acres"": ""2-5 Acres"", ""income_inr"": ""200000-300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",2,0.94,"Farmer in Karnataka cultivating Maize with land holding 2-5 Acres and annual income 200000-300000 INR falls into the 'small' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Maize is a priority crop under PMFBY in Karnataka, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option."
378,"{""state"": ""Karnataka"", ""crop"": ""Maize"", ""land_acres"": ""5-10 Acres"", ""income_inr"": ""300000-500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), PM Krishi Sinchai Yojana","Kisan Credit Card (KCC), Crop Loan, Farm Mechanization Loan","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",3,0.95,"Farmer in Karnataka cultivating Maize with land holding 5-10 Acres and annual income 300000-500000 INR falls into the 'semi-medium' farmer segment. Maize is a priority crop under PMFBY in Karnataka, warranting crop insurance coverage."
379,"{""state"": ""Karnataka"", ""crop"": ""Maize"", ""land_acres"": "">10 Acres"", ""income_inr"": "">500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), Agriculture Infrastructure Fund, e-NAM Registration","Kisan Credit Card (KCC), Crop Loan, Warehouse Receipt Financing, Tractor / Farm Equipment Loan, NABARD Refinance - Land Development Loan","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",4,0.8,"Farmer in Karnataka cultivating Maize with land holding >10 Acres and annual income >500000 INR falls into the 'large' farmer segment. Maize is a priority crop under PMFBY in Karnataka, warranting crop insurance coverage. Larger land holding and higher income support infrastructure and mechanization financing."
380,"{""state"": ""Karnataka"", ""crop"": ""Maize"", ""land_acres"": ""<5 Acres"", ""income_inr"": ""<300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",1,0.92,"Farmer in Karnataka cultivating Maize with land holding <5 Acres and annual income <300000 INR falls into the 'small-marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Maize is a priority crop under PMFBY in Karnataka, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option."
381,"{""state"": ""Karnataka"", ""crop"": ""Groundnut"", ""land_acres"": ""<2 Acres"", ""income_inr"": ""<200000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, National Food Security Mission (NFSM)","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",1,0.82,"Farmer in Karnataka cultivating Groundnut with land holding <2 Acres and annual income <200000 INR falls into the 'marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Groundnut is a priority crop under PMFBY in Karnataka, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option."
382,"{""state"": ""Karnataka"", ""crop"": ""Groundnut"", ""land_acres"": ""2-5 Acres"", ""income_inr"": ""200000-300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, National Food Security Mission (NFSM)","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",2,0.82,"Farmer in Karnataka cultivating Groundnut with land holding 2-5 Acres and annual income 200000-300000 INR falls into the 'small' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Groundnut is a priority crop under PMFBY in Karnataka, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option."
383,"{""state"": ""Karnataka"", ""crop"": ""Groundnut"", ""land_acres"": ""5-10 Acres"", ""income_inr"": ""300000-500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), PM Krishi Sinchai Yojana, National Food Security Mission (NFSM)","Kisan Credit Card (KCC), Crop Loan, Farm Mechanization Loan","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",3,0.79,"Farmer in Karnataka cultivating Groundnut with land holding 5-10 Acres and annual income 300000-500000 INR falls into the 'semi-medium' farmer segment. Groundnut is a priority crop under PMFBY in Karnataka, warranting crop insurance coverage."
384,"{""state"": ""Karnataka"", ""crop"": ""Groundnut"", ""land_acres"": "">10 Acres"", ""income_inr"": "">500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), Agriculture Infrastructure Fund, e-NAM Registration, National Food Security Mission (NFSM)","Kisan Credit Card (KCC), Crop Loan, Warehouse Receipt Financing, Tractor / Farm Equipment Loan, NABARD Refinance - Land Development Loan","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",4,0.81,"Farmer in Karnataka cultivating Groundnut with land holding >10 Acres and annual income >500000 INR falls into the 'large' farmer segment. Groundnut is a priority crop under PMFBY in Karnataka, warranting crop insurance coverage. Larger land holding and higher income support infrastructure and mechanization financing."
385,"{""state"": ""Karnataka"", ""crop"": ""Groundnut"", ""land_acres"": ""<5 Acres"", ""income_inr"": ""<300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, National Food Security Mission (NFSM)","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",1,0.88,"Farmer in Karnataka cultivating Groundnut with land holding <5 Acres and annual income <300000 INR falls into the 'small-marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Groundnut is a priority crop under PMFBY in Karnataka, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option."
386,"{""state"": ""Karnataka"", ""crop"": ""Pulses"", ""land_acres"": ""<2 Acres"", ""income_inr"": ""<200000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, National Food Security Mission (NFSM)","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",1,0.8,"Farmer in Karnataka cultivating Pulses with land holding <2 Acres and annual income <200000 INR falls into the 'marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Pulses is a priority crop under PMFBY in Karnataka, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option."
387,"{""state"": ""Karnataka"", ""crop"": ""Pulses"", ""land_acres"": ""2-5 Acres"", ""income_inr"": ""200000-300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, National Food Security Mission (NFSM)","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",2,0.92,"Farmer in Karnataka cultivating Pulses with land holding 2-5 Acres and annual income 200000-300000 INR falls into the 'small' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Pulses is a priority crop under PMFBY in Karnataka, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option."
388,"{""state"": ""Karnataka"", ""crop"": ""Pulses"", ""land_acres"": ""5-10 Acres"", ""income_inr"": ""300000-500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), PM Krishi Sinchai Yojana, National Food Security Mission (NFSM)","Kisan Credit Card (KCC), Crop Loan, Farm Mechanization Loan","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",3,0.93,"Farmer in Karnataka cultivating Pulses with land holding 5-10 Acres and annual income 300000-500000 INR falls into the 'semi-medium' farmer segment. Pulses is a priority crop under PMFBY in Karnataka, warranting crop insurance coverage."
389,"{""state"": ""Karnataka"", ""crop"": ""Pulses"", ""land_acres"": "">10 Acres"", ""income_inr"": "">500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), Agriculture Infrastructure Fund, e-NAM Registration, National Food Security Mission (NFSM)","Kisan Credit Card (KCC), Crop Loan, Warehouse Receipt Financing, Tractor / Farm Equipment Loan, NABARD Refinance - Land Development Loan","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",4,0.8,"Farmer in Karnataka cultivating Pulses with land holding >10 Acres and annual income >500000 INR falls into the 'large' farmer segment. Pulses is a priority crop under PMFBY in Karnataka, warranting crop insurance coverage. Larger land holding and higher income support infrastructure and mechanization financing."
390,"{""state"": ""Karnataka"", ""crop"": ""Pulses"", ""land_acres"": ""<5 Acres"", ""income_inr"": ""<300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, National Food Security Mission (NFSM)","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",1,0.82,"Farmer in Karnataka cultivating Pulses with land holding <5 Acres and annual income <300000 INR falls into the 'small-marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Pulses is a priority crop under PMFBY in Karnataka, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option."
391,"{""state"": ""Karnataka"", ""crop"": ""Vegetables"", ""land_acres"": ""<2 Acres"", ""income_inr"": ""<200000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, Mission for Integrated Development of Horticulture (MIDH)","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Unified Package Insurance Scheme (UPIS), Restructured Weather Based Crop Insurance Scheme, Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",1,0.94,Farmer in Karnataka cultivating Vegetables with land holding <2 Acres and annual income <200000 INR falls into the 'marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Low collateral base suggests gold-backed lending as an accessible credit option.
392,"{""state"": ""Karnataka"", ""crop"": ""Vegetables"", ""land_acres"": ""2-5 Acres"", ""income_inr"": ""200000-300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, Mission for Integrated Development of Horticulture (MIDH)","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Unified Package Insurance Scheme (UPIS), Restructured Weather Based Crop Insurance Scheme, Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",2,0.83,Farmer in Karnataka cultivating Vegetables with land holding 2-5 Acres and annual income 200000-300000 INR falls into the 'small' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Low collateral base suggests gold-backed lending as an accessible credit option.
393,"{""state"": ""Karnataka"", ""crop"": ""Vegetables"", ""land_acres"": ""5-10 Acres"", ""income_inr"": ""300000-500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), PM Krishi Sinchai Yojana, Mission for Integrated Development of Horticulture (MIDH)","Kisan Credit Card (KCC), Crop Loan, Farm Mechanization Loan","Unified Package Insurance Scheme (UPIS), Restructured Weather Based Crop Insurance Scheme, Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",3,0.88,Farmer in Karnataka cultivating Vegetables with land holding 5-10 Acres and annual income 300000-500000 INR falls into the 'semi-medium' farmer segment.
394,"{""state"": ""Karnataka"", ""crop"": ""Vegetables"", ""land_acres"": "">10 Acres"", ""income_inr"": "">500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), Agriculture Infrastructure Fund, e-NAM Registration, Mission for Integrated Development of Horticulture (MIDH)","Kisan Credit Card (KCC), Crop Loan, Warehouse Receipt Financing, Tractor / Farm Equipment Loan, NABARD Refinance - Land Development Loan","Unified Package Insurance Scheme (UPIS), Restructured Weather Based Crop Insurance Scheme, Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",4,0.92,Farmer in Karnataka cultivating Vegetables with land holding >10 Acres and annual income >500000 INR falls into the 'large' farmer segment. Larger land holding and higher income support infrastructure and mechanization financing.
395,"{""state"": ""Karnataka"", ""crop"": ""Vegetables"", ""land_acres"": ""<5 Acres"", ""income_inr"": ""<300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, Mission for Integrated Development of Horticulture (MIDH)","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Unified Package Insurance Scheme (UPIS), Restructured Weather Based Crop Insurance Scheme, Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",1,0.94,Farmer in Karnataka cultivating Vegetables with land holding <5 Acres and annual income <300000 INR falls into the 'small-marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Low collateral base suggests gold-backed lending as an accessible credit option.
396,"{""state"": ""Karnataka"", ""crop"": ""Fruits"", ""land_acres"": ""<2 Acres"", ""income_inr"": ""<200000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, Mission for Integrated Development of Horticulture (MIDH)","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Unified Package Insurance Scheme (UPIS), Restructured Weather Based Crop Insurance Scheme, Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",1,0.94,Farmer in Karnataka cultivating Fruits with land holding <2 Acres and annual income <200000 INR falls into the 'marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Low collateral base suggests gold-backed lending as an accessible credit option.
397,"{""state"": ""Karnataka"", ""crop"": ""Fruits"", ""land_acres"": ""2-5 Acres"", ""income_inr"": ""200000-300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, Mission for Integrated Development of Horticulture (MIDH)","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Unified Package Insurance Scheme (UPIS), Restructured Weather Based Crop Insurance Scheme, Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",2,0.91,Farmer in Karnataka cultivating Fruits with land holding 2-5 Acres and annual income 200000-300000 INR falls into the 'small' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Low collateral base suggests gold-backed lending as an accessible credit option.
398,"{""state"": ""Karnataka"", ""crop"": ""Fruits"", ""land_acres"": ""5-10 Acres"", ""income_inr"": ""300000-500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), PM Krishi Sinchai Yojana, Mission for Integrated Development of Horticulture (MIDH)","Kisan Credit Card (KCC), Crop Loan, Farm Mechanization Loan","Unified Package Insurance Scheme (UPIS), Restructured Weather Based Crop Insurance Scheme, Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",3,0.82,Farmer in Karnataka cultivating Fruits with land holding 5-10 Acres and annual income 300000-500000 INR falls into the 'semi-medium' farmer segment.
399,"{""state"": ""Karnataka"", ""crop"": ""Fruits"", ""land_acres"": "">10 Acres"", ""income_inr"": "">500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), Agriculture Infrastructure Fund, e-NAM Registration, Mission for Integrated Development of Horticulture (MIDH)","Kisan Credit Card (KCC), Crop Loan, Warehouse Receipt Financing, Tractor / Farm Equipment Loan, NABARD Refinance - Land Development Loan","Unified Package Insurance Scheme (UPIS), Restructured Weather Based Crop Insurance Scheme, Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",4,0.87,Farmer in Karnataka cultivating Fruits with land holding >10 Acres and annual income >500000 INR falls into the 'large' farmer segment. Larger land holding and higher income support infrastructure and mechanization financing.
400,"{""state"": ""Karnataka"", ""crop"": ""Fruits"", ""land_acres"": ""<5 Acres"", ""income_inr"": ""<300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, Mission for Integrated Development of Horticulture (MIDH)","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Unified Package Insurance Scheme (UPIS), Restructured Weather Based Crop Insurance Scheme, Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",1,0.8,Farmer in Karnataka cultivating Fruits with land holding <5 Acres and annual income <300000 INR falls into the 'small-marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Low collateral base suggests gold-backed lending as an accessible credit option.
401,"{""state"": ""Tamil Nadu"", ""crop"": ""Cotton"", ""land_acres"": ""<2 Acres"", ""income_inr"": ""<200000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, PM Krishi Sinchai Yojana - Per Drop More Crop","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS)",1,0.95,"Farmer in Tamil Nadu cultivating Cotton with land holding <2 Acres and annual income <200000 INR falls into the 'marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Cotton is a priority crop under PMFBY in Tamil Nadu, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option."
402,"{""state"": ""Tamil Nadu"", ""crop"": ""Cotton"", ""land_acres"": ""2-5 Acres"", ""income_inr"": ""200000-300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, PM Krishi Sinchai Yojana - Per Drop More Crop","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS)",2,0.87,"Farmer in Tamil Nadu cultivating Cotton with land holding 2-5 Acres and annual income 200000-300000 INR falls into the 'small' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Cotton is a priority crop under PMFBY in Tamil Nadu, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option."
403,"{""state"": ""Tamil Nadu"", ""crop"": ""Cotton"", ""land_acres"": ""5-10 Acres"", ""income_inr"": ""300000-500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), PM Krishi Sinchai Yojana, PM Krishi Sinchai Yojana - Per Drop More Crop","Kisan Credit Card (KCC), Crop Loan, Farm Mechanization Loan","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS)",3,0.84,"Farmer in Tamil Nadu cultivating Cotton with land holding 5-10 Acres and annual income 300000-500000 INR falls into the 'semi-medium' farmer segment. Cotton is a priority crop under PMFBY in Tamil Nadu, warranting crop insurance coverage."
404,"{""state"": ""Tamil Nadu"", ""crop"": ""Cotton"", ""land_acres"": "">10 Acres"", ""income_inr"": "">500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), Agriculture Infrastructure Fund, e-NAM Registration, PM Krishi Sinchai Yojana - Per Drop More Crop","Kisan Credit Card (KCC), Crop Loan, Warehouse Receipt Financing, Tractor / Farm Equipment Loan, NABARD Refinance - Land Development Loan","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS)",4,0.81,"Farmer in Tamil Nadu cultivating Cotton with land holding >10 Acres and annual income >500000 INR falls into the 'large' farmer segment. Cotton is a priority crop under PMFBY in Tamil Nadu, warranting crop insurance coverage. Larger land holding and higher income support infrastructure and mechanization financing."
